MicrosigaPN;OraclePN;PT Description;NCM;IPI;PIS;COFINS;Fator 18;Fator 12;Fator 7;Fator 4
RES-SCI-0009;1FRES-SCI-0009;DIFUSOR PARA SISTEMA SUPRESSAO DE INCENDIO        ;84243090;;;;;;;
RES-SCI-0015;1FRES-SCI-0015;RESISTOR DE DETECCAO DE FALHA                     ;85331000;;;;;;;
RES-SCI-002;1FRES-SCI-002;MANGOTE FLEXIVEL                                  ;59090000;;;;;;;
RES-SCI-003;1FRES-SCI-003;CABECA DE COMANDO ELETRICO                        ;85311010;;;;;;;
RES-SCI-004;1FRES-SCI-004;PRESSOSTATO DE ALARME DE DISPARO                  ;90322000;;;;;;;
RES-SCI-005;1FRES-SCI-005;DISPOSITIVO DE ALARME                             ;85311010;;;;;;;
RES-SCI-006;1FRES-SCI-006;DISPOSITIVO DE ACIONAMENTO MANUAL                 ;85311010;;;;;;;
RES-SCI-008;1FRES-SCI-008;SENSOR DE TEMPERATURA                             ;90328982;;;;;;;
RES.DIV;1FRES.DIV;RESIDUO DIVERSOS                                  ;38251000;;;;;;;
RES.METAL;1FRES.METAL;RESIDUO DE METAL                                  ;72044900;;;;;;;
RES.PAPEL;1FRES.PAPEL;RESIDUO DE PAPEL / PAPELAO                        ;47079000;;;;;;;
RES.PLAST;1FRES.PLAST;RESIDUO PLASTICO                                  ;39159000;;;;;;;
REX770784016150;REX770784-016-150;007.582  - INDICADOR DE RESTRICAO (20745          ;85437099;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
RK3214;1FRK3214;CAIXA KTL3214 JOHN DEERE                          ;39231090;;;;;;;
RK4314;1FRK4314;CAIXA KLT4314                                     ;39231090;;;;;;;
RK6421;1FRK6421;EMBALAGEM KLT 6421                                ;39231090;;;;;;;
RKT3214;1FRKT3214;CAIXA KLT3214 150X200X300MM C/TAMPA               ;39231090;;;;;;;
RR-R801707;R801707-016-955;PORCA WING ESPECIAL                               ;73181600;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
RR121110;1FRR121110;EMBALAGEM FILTRO DE AR AXE10656 JOHN DEE          ;39231090;;;;;;;
RR128099;1FRR128099;EMBALAGEM RETORNAVEL JOHN DEERE                   ;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
RT1210;1FRT1210;TAMPA COLAPSAVEL GRANDE 1200X1000                 ;39231090;;;;;;;
RV0220-01;1FRV0220-01;VALVULA ROTATIVA STD ESSILOR                      ;84812090;;;;;;;
RV0520-5;1FRV0520-5;VALVULA ROTATIVA RV0520 ATEX LYONDELLBASELL       ;84812090;;;;;;;
RV1020;1FRV1020;VALVULA ROTATIVA RV1020 ATEX                      ;84812090;;;;;;;
RV1020-01;1FRV1020-01;VALVULA ROTATIVA WAM RV1020 – 480V                ;84812090;;;;;;;
RV1020-02;1FRV1020-02;VALVULA ROTATIVA WAM RV1020 – 380V                ;84812090;;;;;;;
RV1020-03;1FRV1020-03;VALVULA ROTATIVA ATEX                             ;84812090;;;;;;;
RV1020-04;1FRV1020-04;VALVULA ROTATIVA WAM RV1020                       ;84812090;;;;;;;
RV1020-05;1FRV1020-05;VALVULA ROTATIVA RV1020-5 LIBBS                   ;84812090;;;;;;;
RV1020-06;1FRV1020-06;V. ROTATIVA 0,75 CW 460V 60HZ                     ;84812090;;;;;;;
RV1020-1;1FRV1020-1;VALVULA ROTATIVA RV1020 ATEX                      ;84812090;;;;;;;
RV1020440RN;1FRV1020440;VALVULA ROTATIVA RV1020                           ;84812090;;;;;;;
RV2020-01;1FRV2020-01;VALVULA ROTATIVA WAM RV2020 ATEX - 380V           ;84812090;;;;;;;
S020136000610;S020136 000610;1543778 - FILTRO SEP DE AR/OLEO                   ;84213100;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
S020136PR;1FS020136;1543778 - FILTRO SEP DE AR/OLEO                   ;84213100;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
S75B20X2X-XX;1TS-10227;MONTAGEM DA CABECA                                ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
SB3555400;SB3555400;MANOMETRO MEDIDOR DE PRESSAO                      ;90262010;0;1,65;7,6;0,7986;0,7986;0,844;0,8712
SB3921037-BRA;1FSB3921037;UNIAO SOLDADA OVAL SIMPLES 2 ROD. INOX            ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
SB3967400-BRA;1FSB3967400-BRA;ABRACADEIRA DE MANGUEIRA 16.81 DIA  - INOX        ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
SC8353-053J;1FSC8353-053J;VALVULA SOLENOIDE TENSAO 120V/60HZ                ;84818092;;;;;;;
SE00012;1FSE00012;MENOR APRENDIZ                                    ;0;;;;;;;
SE00021;1FSE00021;MANUTENCAO DE MOLDES EM PODER DE TERCEIROS        ;99999999;;;;;;;
SE00022;1FSE00022;GASTOS COM EXPATRIADO                             ;99999999;;;;;;;
SE00023;1FSE00023;TAXA DE CONSOLIDACAO                              ;99999999;;;;;;;
SE090002;1FSE090002;SERVICO DE LAVAGEM DE PANOS                       ;1013000;;;;;;;
SE090003.1;1FSE090003.1;RESIDUO SOLIDO CLASSE II                          ;38255000;;;;;;;
SE090003.4;1FSE090003.4;MOLDE EM POLIPROPILENO PARA RECICLAGEM            ;84807990;;;;;;;
SE090016;1FSE090016;SERVICO MANUTENCAO AR CONDICIONADO                ;0;;;;;;;
SE090038;1FSE090038;SISTEMA DE GESTAO DE REQUIS LEG ISO14001          ;0;;;;;;;
SE090039;1FSE090039;ASSESSORIA/ CONSULTORIA LEGISLACAO                ;0;;;;;;;
SE090044;1FSE090044;DESTRUICAO DE DOCUMENTOS IMPRESSOS                ;0;;;;;;;
SE090052;1FSE090052;FRETADO LINHA ADM ATIBAIA                         ;0;;;;;;;
SE090052-1;1FSE090052-1;FRETADO BBP LINHA CAMPINAS                        ;0;;;;;;;
SE090052-2;1FSE090052-2;FRETADO BBP LINHA JUNDIAI                         ;0;;;;;;;
SE090052-3;1FSE090052-3;FRETADO BBP LINHA ITATIBA                         ;0;;;;;;;
SE090053;1FSE090053;FRETADO LINHA ADM BRAGANCA                        ;0;;;;;;;
SE090054;1FSE090054;FRETADO LINHA 1GRAUS E 2GRAUS TURNO ATIBAIA               ;0;;;;;;;
SE090055;1FSE090055;FRETADO LINHA 1GRAUS TURNO JARINU                     ;0;;;;;;;
SE090059;1FSE090059;SERVICO DE LIMPEZA E CONSERVACAO                  ;0;;;;;;;
SE090063;1FSE090063;COSULTORIA LEGISLATIVA ONLINE                     ;0;;;;;;;
SE090064;1FSE090064;PEDAGIO LINHA ADM ATIBAIA                         ;0;;;;;;;
SE090065;1FSE090065;PEDAGIO LINHA ADM BRAGANCA                        ;0;;;;;;;
SE090066;1FSE090066;PEDAGIO LINHA 1° TURNO ATIBAIA                    ;0;;;;;;;
SE090067;1FSE090067;PEDAGIO LINHA 2° TURNO ATIBAIA                    ;0;;;;;;;
SE090067J;1FSE090067J;PEDAGIO LINHA JARINU                              ;99999999;;;;;;;
SE090079;1FSE090079;TRATAMENTO DE AGUA                                ;0;;;;;;;
SE090083;1FSE090083;PEDAGIO EXTRA                                     ;0;;;;;;;
SE090086;1FSE090086;REMOCAO RESIDUO CLASSE I - PERIGOSOS              ;0;;;;;;;
SE90.00002001;1FSE90.00002001;SEGURO VIDA                                       ;99999999;;;;;;;
SE90.00012004;1FSE90.00012004;SERVICO DE CONEXAO A INTERNET                     ;99999999;;;;;;;
SEADM0002;1FSEADM0002;CONTRIBUICAO ASSOCIATIVA ABRAFILTROS              ;0;;;;;;;
SEADM0003;1FSEADM0003;CONTRIBUICAO ASSOCIATIVA CIESP                    ;0;;;;;;;
SEADM0004;1FSEADM0004;CONTRIBUICAO ASSOCIATIVA SINDPECAS                ;0;;;;;;;
SEADM0005;1FSEADM0005;CONTRIBUICAO ASSOCIATIVA AMCHAM                   ;0;;;;;;;
SEADM0008;1FSEADM0008;ASSESSORIA JURIDICA                               ;0;;;;;;;
SEADM0009;1FSEADM0009;CONSULTAS SERASA                                  ;0;;;;;;;
SEEHS0001;1FSEEHS0001;PROGRAMA DESCARTE CONSCIENTE                      ;0;;;;;;;
SEEHS0002;1FSEEHS0002;DESCARTE CONSCIENTE FILTROS DE OLEO ESTADO DE SP  ;0;;;;;;;
SEEHS0003;1FSEEHS0003;DESCARTE CONSCIENTE FILTROS DE OLEO ESTADO DO ES  ;0;;;;;;;
SEEHS0004;1FSEEHS0004;DESCARTE CONSCIENTE FILTROS DE OLEO  ESTADO DO PR ;0;;;;;;;
SEEHS0005;1FSEEHS0005;SERVICOS MEDICOS PRESTADOS                        ;0;;;;;;;
SEEHS0006;1FSEEHS0006;CONTROLE DE PRAGAS                                ;0;;;;;;;
SEEHS0007;1FSEEHS0007;INSPECAO E MANUT. EM EQUIP. COMB. A INCENDIO      ;0;;;;;;;
SEG0002;1FSEG0002;PAINEL SEGURANCA DO TRABALHO                      ;83100000;;;;;;;
SEG0004;1FSEG0004;LAUDOS DE LICENCAS                                ;0;;;;;;;
SEG0005;1FSEG0005;APOIO PULSO TECLADO EM GEL                        ;40161090;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
SEG0006;1FSEG0006;MOUSE PAD GEL                                     ;40161090;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
SEG0010;1FSEG0010;BANNER                                            ;39219019;;;;;;;
SEG0018;1FSEG0018;PLACA SINALIZADORA                                ;48111090;;;;;;;
SEG0026;1FSEG0026;OCULOS DE SEG. GRADUADO                           ;90049020;;;;;;;
SEG0027;1FSEG0027;VACINA                                            ;0;;;;;;;
SEG0031;1FSEG0031;CAMISETA POLO BRIGADA                             ;61099000;;;;;;;
SEG0032;1FSEG0032;CAMISETA POLO CIPA                                ;61099000;;;;;;;
SEG0033;1FSEG0033;MOUSE SEM FIO LOGITEC M170                        ;99999999;;;;;;;
SELOG001;1FSELOG001;SEGURO DE FRETE                                   ;99999999;;;;;;;
SEMKT0002;1FSEMKT0002;SERVICO AGENCIA TERCEIROS PUBLICIDADE E MKT       ;0;;;;;;;
SENSCAP1-SNRQ;1FSENSCAP1-SNRQ;SENSOR CAPACITIVO 1/6 MM SRN                      ;85437099;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
SERH0002;1FSERH0002;MANUTENCAO CARTAO DE PONTO                        ;0;;;;;;;
SERH0003;1FSERH0003;PLANO DE SAUDE                                    ;0;;;;;;;
SERH0005;1FSERH0005;VALE ALIMENTACAO                                  ;0;;;;;;;
SERH0006;1FSERH0006;IMPRESSAO DE HOLERITES                            ;0;;;;;;;
SERH0007;1FSERH0007;GASTOS COM COMBUSTIVEL                            ;99999999;;;;;;;
SERV-CER-25004;1FSERV-CER-25004;SERVICO DE INTEGRACAO GRAVADORAS LASER            ;0;;;;;;;
SERV-CER22014;1FSERV-CER22014;SERVICO DE PROJETOS E ENGENHARIA NA CER22014      ;0;;;;;;;
SERV-K47628831;1FSERV-K47628831;RETROFITING DISPOSITIVO ESTANQUEIDADE  K47628831  ;76169900;;;;;;;
SERV-MOLD-116;1FSERV-MOLD-116;SERVICO DE ENGENHARIA PROJETO EM MOLDE P577116    ;99999999;;;;;;;
SERV-MOLD-230;1FSERV-MOLD-230;SERVICO DE ENGENHARIA E PROJETO EM MOLDE P577230  ;99999999;;;;;;;
SERV-MOLD-588;1FSERV-MOLD-588;SERVICO DE ENGENHARIA PROJETO EM MOLDE P577588    ;99999999;;;;;;;
SERV-PROJETOS;1FSERV-PROJETOS;SERVICO DE PROJETOS E ENGENHARIA COM CER          ;99999999;;;;;;;
SERV1000735-1;1FSERV1000735-1;PLATAFORMA BOSTON                                 ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
SETI0001;1FSETI0001;LICENCAS TOTVS                                    ;0;;;;;;;
SETI0002;1FSETI0002;LICENCAS TOTVS - PROPHIX                          ;0;;;;;;;
SETI0003;1FSETI0003;TAXA FIXA + FRANQUIA 22.000 PB                    ;0;;;;;;;
SETI0004;1FSETI0004;IMPRESSAO A4 PB                                   ;0;;;;;;;
SETI0005;1FSETI0005;IMPRESSAO A4 COLOR                                ;0;;;;;;;
SETI0006;1FSETI0006;IMPRESSORA TERMICA                                ;0;;;;;;;
SETI0007;1FSETI0007;SUPORTE TECNICO EM TI                             ;0;;;;;;;
SETI0009;1FSETI0009;SUPORTE USUARIO PROTHEUS                          ;0;;;;;;;
SETI0010;1FSETI0010;LICENCA DE USO SISTEMA                            ;0;;;;;;;
SETI0011;1FSETI0011;EDI                                               ;0;;;;;;;
SETI0015;1FSETI0015;LEASING COMPUTADORES                              ;99999999;;;;;;;
SF001910;1FSF001910;FILTRO PAINEL 610X610X350                         ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
SF006880;1FSF006880;FILTRO PAINEL 610 MM X 610MM X 350MM              ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
SKID1C101896DBV;1FSKID1C101896DBV;CJ MAN RESFRIADOR DE AMONSTRA E VALVULA ESFERA    ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
SL-B-M10;1FSL-B-M10;INSERTO METALICO M10                              ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
SM0025561;SM0025561;SENSOR DE NIVEL 24VDC                             ;85365090;;;;;;;
SM0034143;1FSM0034143;CAIXA DE CONTROLE 380VAC/50/3 UMA-150             ;85371020;;;;;;;
SM0038550;1FSM0038550;CORTINA ACUSTINA DO TETO                          ;70199000;;;;;;;
SM0038551;1FSM0038551;CORTINA ACUSTICA 46 X 110.74 PRATA                ;70199000;;;;;;;
SN1465718;SN1465718;CONTROLADOR PHOTOHELIC 24VDC                      ;85371020;;;;;;;
SN20-100-B3;1TSN20100B3;FILTRO HIDRAULICO, CARTUCHO                       ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
SN2441605;1FSN2441605;VALVULA DIAFRAGMA ALTA TEMPERATURA                ;84818099;0,0325;1,65;7,6;0,7442;0,7986;0,844;0,8712
SN2752720;SN2752720;SENSOR DE POSICAO                                 ;85437099;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
SNG51-100;1TSNG51100;FILTRO DE SUCCAO                                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
SR0006927;SR0006927;MTR ELETRICO INDUSTRIAL 1.5HP 1750 380V/50HZ/3    ;85015310;;;;;;;
SR0007074;1FSR0007074;22 KW 30HP MOTOR 180M FRAME 380/660/50            ;85015210;;;;;;;
SR0007075;1FSR0007075;30 KW 40HP MOTOR 200M FRAME 380/660/50            ;85015210;;;;;;;
SR0007077;1FSR0007077;MOTOREDUTOR HELICOIDAL 1HP 50HZ                   ;85015110;;;;;;;
SR0007078;1FSR0007078;MOTOREDUTOR HELICOIDAL 1.5HP 50HZ                 ;85015210;;;;;;;
SRT10KRMTF;1FSRT10KRMTF;APC SMART-UPS SRT 10KVA 4U RM STEP-DOWN           ;85049090;;;;;;;
SRT10KXLI;1FSRT10KXLI;NOBREAK SMART UPS ON LINE SENOIDAL DUPLA CONVERSAO;85044040;;;;;;;
SRT192BP;1FSRT192BP;APC MODULO DE BATERIA SMART-UPS SRT 192V 5KVA 6KVA;85072010;;;;;;;
SRTRK2;1FSRTRK2;APC KIT DE TRILHOS PARA SMART-UPS SRT 5/6/8/10 KVA;83024200;;;;;;;
SS-3RW40271BB14;1FSS-3RW40271BB14;SOFT START 110-230 - 32A - 3RW40271BB14           ;85044090;;;;;;;
SSJ08.G;1FSSJ08.G;JUNTA GIRATORIA 3 GLV STEEL                       ;73079900;;;;;;;
SX5000-16-1A;1FSX5000-16-1A;SUPORTE P/ VALVULA - SERIE SX                     ;84819090;;;;;;;
SY5220-5DZ-01;1FSY5220-5DZ-01;VALVULA DIRECIONAL SOLENOIDE - SERIE SY           ;84818092;;;;;;;
T-AG8180001-CP;AG8180001;ARRUELA DE TRAVA PARA TAMPA DFE                   ;73079200;;;;;;;
T066870;6688101-000-440;KIT VEDACAO PARA FILTRO DO AR                     ;40169300;;;;;;;
T375980;T375980;ELEMENTO FILTRANTE PARA GASES INDUSTRIAS          ;59119000;;;;;;;
T375981;T375981;ELEMENTO FILTRANTE PARA GASES INDUSTRIAS          ;59119000;;;;;;;
TBR001;1FTBR001;TAMBOR METALICO 200L                              ;73101090;;;;;;;
TBR001-ESPECIAL;1FTBR001-ESPECIAL;TAMBOR ESPECIAL EQUIPAMENTO TSA                   ;73101090;;;;;;;
TBR002;1FTBR002;TAMBOR METALICO                                   ;73101090;;;;;;;
TFR3F40193EW10M;1TTFR-10245;FILTRO DE FLUIDO HIDRAULICO, CARTUCHO             ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
TFRBG16X1350G-1;1TTFR-10271;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
TLM0604N;1FTLM0604N;TUBO SERIE LIMPA - SERIE TL                       ;39173100;;;;;;;
TQ122;1FTQ122;ENTRADA DE AR FALSO CORTEVA FDR                   ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
TQ130A;1FTQ130A;ENTRADA DE AR FALSO - CORTEVA FDR                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
TQ130B;1FTQ130B;ENTRADA DE AR FALSO - CORTEVA FDR                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
TQ140;1FTQ140;ENTRADA DE AR FALSO - CORTEVA FDR                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
TR-COOLER-450;1FTR-COOLER-450;SPARK COOLER                                      ;84669319;;;;;;;
TU0604BU-100;1FTU0604BU-100;TUBO POLIURETANO 6MM AZUL - SERIE TU              ;39173290;;;;;;;
UNI0001;1FUNI0001;CALCA JEANS 34                                    ;62034200;;;;;;;
UNI0002;1FUNI0002;CALCA JEANS 36                                    ;62034200;;;;;;;
UNI0003;1FUNI0003;CALCA JEANS 38                                    ;62034200;;;;;;;
UNI0004;1FUNI0004;CALCA JEANS 40                                    ;62034200;;;;;;;
UNI0005;1FUNI0005;CALCA JEANS 42                                    ;62034200;;;;;;;
UNI0006;1FUNI0006;CALCA JEANS 44                                    ;62034200;;;;;;;
UNI0007;1FUNI0007;CALCA JEANS 46                                    ;62034200;;;;;;;
UNI0008;1FUNI0008;CALCA JEANS 48                                    ;62034200;;;;;;;
UNI0009;1FUNI0009;CALCA JEANS 50                                    ;62034200;;;;;;;
UNI0010;1FUNI0010;CALCA JEANS 52                                    ;62034200;;;;;;;
UNI0011;1FUNI0011;CALCA JEANS 54                                    ;62034200;;;;;;;
UNI0012;1FUNI0012;CAMISETA POLO VINHO P                             ;61099000;;;;;;;
UNI0013;1FUNI0013;CAMISETA POLO VINHO M                             ;61099000;;;;;;;
UNI0014;1FUNI0014;CAMISETA POLO VINHO G                             ;61099000;;;;;;;
UNI0015;1FUNI0015;CAMISETA POLO VINHO GG                            ;61099000;;;;;;;
UNI0016;1FUNI0016;CAMISETA POLO VERDE PETROLEO P                    ;61099000;;;;;;;
UNI0017;1FUNI0017;CAMISETA POLO  VERDE PETROLEO M                   ;61099000;;;;;;;
UNI0018;1FUNI0018;CAMISETA POLO  VERDE PETROLEO G                   ;61099000;;;;;;;
UNI0019;1FUNI0019;CAMISETA POLO  VERDE PETROLEO GG                  ;61099000;;;;;;;
UNI0020;1FUNI0020;CAMISETA POLO  VERDE PETROLEO XG                  ;61099000;;;;;;;
UNI0021;1FUNI0021;CAMISETA POLO  VERDE PETROLEO EXG                 ;61099000;;;;;;;
UNI0022;1FUNI0022;CAMISETA POLO PRETA M                             ;61099000;;;;;;;
UNI0023;1FUNI0023;CAMISETA POLO PRETA G                             ;61099000;;;;;;;
UNI0024;1FUNI0024;CAMISETA POLO PRETA GG                            ;61099000;;;;;;;
UNI0025;1FUNI0025;CAMISETA POLO AZUL ROYAL P                        ;61099000;;;;;;;
UNI0026;1FUNI0026;CAMISETA POLO AZUL ROYAL M                        ;61099000;;;;;;;
UNI0027;1FUNI0027;CAMISETA POLO AZUL ROYAL G                        ;61099000;;;;;;;
UNI0028;1FUNI0028;CAMISETA POLO AZUL ROYAL GG                       ;61099000;;;;;;;
UNI0029;1FUNI0029;CAMISETA POLO AZUL ROYAL EXG                      ;61099000;;;;;;;
V0001;1FV0001;BASE L                                            ;44152000;;;;;;;
V0005;1FV0005;BASE F                                            ;44152000;;;;;;;
V0021;1FV0021;LATERAL L                                         ;44152000;;;;;;;
V0025;1FV0025;LATERAL F                                         ;44152000;;;;;;;
V0061;1FV0061;ESPACADOR L                                       ;44152000;;;;;;;
V0065;1FV0065;ESPACADOR F                                       ;44152000;;;;;;;
V0071;1FV0071;TAMPA L                                           ;44152000;;;;;;;
V0075;1FV0075;TAMPA F                                           ;44152000;;;;;;;
V0116;1FV0116;ESPACADOR DE PLASTICO                             ;39239090;;;;;;;
V0780;1FV0780;EMBALAGEM PLASTICA                                ;39231090;;;;;;;
V0781;1FV0781;TAMPA PLASTICA                                    ;44152000;;;;;;;
VALVBORB003;1FVALVBORB003;VALVULA BORBOLETA - VALGROUP                      ;84818097;;;;;;;
VBOR006;1FVBOR006;VALVULA BORBOLETA WAFER AUTOMATICAASTM A 351 CF8 (;84818097;;;;;;;
VD-001-0021-50;1F001-0021-50;VEDACAO INFLAVEL PAWLING PRS38654-1               ;40169300;;;;;;;
VD-002-0001-21;1F002-0001-21;ANEL DE VEDACAO CUP-130                           ;84439110;;;;;;;
VD-002-0002-21;1F002-0002-21;ANEL RASPADOR CUP-130                             ;84439110;;;;;;;
VDS-24-CO;1FVDS-24-CO;VALVULA DIAFRAGMA BOBINA 24VDC COMPRESSA          ;84818092;;;;;;;
VDS-24-CO-N9;1FVDS-24-CO-N9;VALVULA DIAFRAGMA BOBINA 24VDC COMPR N9           ;84818092;;;;;;;
VHS40-F04-D;1FVHS40-F04-D;VALVULA DIRECIONAL MANUAL SERIE VHS-A-B           ;84812090;;;;;;;
VM000461;1FVM000461;VENTILADOR K10 7,5HP                              ;84145990;;;;;;;
VM000462;1FVM000462;MOTOR 7.5CV - CUTILITE DFO 2-8 LASER              ;85015210;;;;;;;
VM000463;1FVM000463;MOTOR 10CV - CUTLITE DFO 3-12                     ;85015210;;;;;;;
VM000464;1FVM000464;TRB 3HP - ESQUERDO   CPV-4                        ;84145990;;;;;;;
VM000465;1FVM000465;TRB 3HP - DIREITO  CPV-4                          ;84145990;;;;;;;
VM000466;1FVM000466;TRB 5HP - DIREITO CPV-6                           ;84145990;;;;;;;
VM000467;1FVM000467;TRB 5HP - ESQUERDO CPV-6                          ;84145990;;;;;;;
VM000468;1FVM000468;TRB 2HP -  CPV-3                                  ;84145990;;;;;;;
VM000469;1FVM000469;TRB 7,5HP - CPV-8                                 ;84145990;;;;;;;
VM000470;1FVM000470;MOTO-VENTILADOR CENTRIFUGO 10HP BREMBO DFPRE-4L   ;84145990;;;;;;;
VM000470-01;1FVM000470-01;MOTOR 10 HP BREMBO DFPRE-4L                       ;85015210;;;;;;;
VM00243;1FVM00243;VENTILADOR K10  7.5 HP                            ;84145990;;;;;;;
VM00349;1FVM00349;VENTILADOR CENTRIFUGO 440V BOREALIS               ;84145990;;;;;;;
VM00351;1FVM00351;VENTILADOR CENTRIFUGO                             ;84145990;;;;;;;
VM00352;1FVM00352;VENTILADOR CENTRIFUGO 7,5HP                       ;84145990;;;;;;;
VM00353;1FVM00353;MOTO VENTILADOR CENTRIFUGO 15HP                   ;84145990;;;;;;;
VM00354;1FVM00354;VENTILADOR CENTRIFUGO TBI 7,5                     ;84145990;;;;;;;
VM00355;1FVM00355;MOTO VENTILADOR CENTRIFUGO 15HP                   ;84145990;;;;;;;
VM00356;1FVM00356;PWR 0,75HP                                        ;84145990;;;;;;;
VM00357;1FVM00357;EXAUSTOR K11 SEM MOTOR                            ;84145990;;;;;;;
VM00358;1FVM00358;MOTO VENTILADOR CENTRIFUGO 3HP                    ;84145990;;;;;;;
VM00359;1FVM00359;MOTO-VENTILADOR CENTRIFUGO                        ;84145990;;;;;;;
VM00360;1FVM00360;VENTILADOR CENTRIFUGO TBI 7,5                     ;84145990;;;;;;;
VM00361;1FVM00361;PWR 0,75HP                                        ;84145990;;;;;;;
VM00362;1FVM00362;MOTO VENTILADOR CENTRIFUGO 380V                   ;84145990;;;;;;;
VM00363;1FVM00363;MOTO VENTILADOR CENTRIFUGO 220/380/440V           ;84145990;;;;;;;
VM00364;1FVM00364;MOTO VENTILADOR CENTRIFUGO 380V                   ;84145990;;;;;;;
VM00365;1FVM00365;MOTO VENTILADOR CENTRIFUGO 15HP                   ;84145990;;;;;;;
VM00366;1FVM00366;MOTO VENTILADOR CENTRIFUGO 5HP                    ;84145990;;;;;;;
VM00367;1FVM00367;PWR 0,75HP                                        ;84145990;;;;;;;
VM00368;1FVM00368;MOTOR 1/4HP SHAKER                                ;85015210;;;;;;;
VM00369;1FVM00369;MOTOR 1/4HP SHAKER                                ;85015210;;;;;;;
VM00370;1FVM00370;MOTOR 1/3HP STFVE                                 ;85015210;;;;;;;
VM00371;1FVM00371;MOTO-VENTILADOR CENTRIFUGO 10HP                   ;84145990;;;;;;;
VM00373;1FVM00373;MOTO VENTILADOR CENTRIFUGO 380V                   ;84145990;;;;;;;
VM00374;1FVM00374;MOTO VENTILADOR CENTRIFUGO 380V                   ;84145990;;;;;;;
VM00375;1FVM00375;VENTILADOR CENTRIFUGO TBI 7,5                     ;84145990;;;;;;;
VM00376;1FVM00376;MOTO VENTILADOR CENTRIFUGO 30HP                   ;84145990;;;;;;;
VM00377;1FVM00377;MOTO-VENTILADOR CENTRIFUGO 40HP                   ;84145990;;;;;;;
VM00378;1FVM00378;VENTILADOR CENTRIFUGO 40HP                        ;84145990;;;;;;;
VM00379;1FVM00379;ATENUADOR DE RUIDO CERAMICA DFE 3-12              ;84149020;;;;;;;
VM00380;1FVM00380;ATENUADOR DE RUIDO KARINA DFE 3-18                ;84149020;;;;;;;
VM00381;1FVM00381;VENTILADOR CENTRIFUGO 50 HP                       ;84145990;;;;;;;
VM00382;1FVM00382;MOTO VENTILADOR CENTRIFUGO 10HP                   ;84145990;;;;;;;
VM00383;1FVM00383;MOTO VENTILADOR CENTRIFUGO 15HP                   ;84145990;;;;;;;
VM00384;1FVM00384;MOTO VENTILADOR CENTRIFUGO 380V                   ;84145990;;;;;;;
VM00385;1FVM00385;MOTO VENTILADOR CENTRIFUGO 15HP                   ;84145990;;;;;;;
VM00386;1FVM00386;TBI 20HP                                          ;84145990;;;;;;;
VM00387;1FVM00387;ATENUADOR DE RUIDO BRIDGESTONE CAMACARI DFE 3-12  ;84149020;;;;;;;
VM00388;1FVM00388;MTR  K7 5HP                                       ;84145990;;;;;;;
VM00389;1FVM00389;VENTILADOR CENTRIFUGO 7,5HP                       ;84145990;;;;;;;
VM00390;1FVM00390;FAN MOTOR 5HP - K7 5HP 380V                       ;84145990;;;;;;;
VM00391;1FVM00391;MOTOR 0.33 HP , 1140 RPM , 380V/60HZ              ;85015210;;;;;;;
VM00392;1FVM00392;VENTILADOR CENTRIFUGO 7,5 HP                      ;84145990;;;;;;;
VM00393;1FVM00393;VENTILADOR CENTRIFUGO 40 HP                       ;84145990;;;;;;;
VM00394;1FVM00394;VENTILADOR VCV 560/560CT-C18-SW/4 ECOAIRE         ;84145990;;;;;;;
VM00395;1FVM00395;VENTILADOR KS1 60HZ                               ;84145990;;;;;;;
VM00396;1FVM00396;VENTILADOR CENTRIFUGO TBI 7,5                     ;84145990;;;;;;;
VM00397;1FVM00397;PWR 1,5HP                                         ;84145990;;;;;;;
